company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_code,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
/company/fairbenjamin,FairBenjamin,web,USA,CA,Muir Beach,Muir Beach,/company/driverside,DriverSide,automotive,USA,CA,SF Bay,San Francisco,2008-08-26,2008-08,2008-Q3,2008,,USD
/company/fanatics,Fanatics,ecommerce,USA,FL,Jacksonville,Jacksonville,/company/kynetic,Kynetic,,,,unknown,,2011-06-01,2011-06,2011-Q2,2011,,USD
/company/fanatics,Fanatics,ecommerce,USA,FL,Jacksonville,Jacksonville,/company/gsi-commerce,GSI Commerce,enterprise,USA,PA,Philadelphia,King of Prussia,2011-02-09,2011-02,2011-Q1,2011,,USD
/company/fandango,Fandango,games_video,USA,CA,Los Angeles,Los Angeles,/company/comcast,Comcast,games_video,USA,PA,Philadelphia,Philadelphia,2007-04-11,2007-04,2007-Q2,2007,200000000,USD
/company/fango,FanGo,software,USA,IL,Chicago,Chicago,/company/grubhub,GrubHub,hospitality,USA,IL,Chicago,Chicago,2011-08-01,2011-08,2011-Q3,2011,,USD
/company/fantasybook,FantasyBook,games_video,USA,CA,SF Bay,Daly City,/company/citizen-sports,Citizen Sports,games_video,USA,CA,SF Bay,San Francisco,2008-11-10,2008-11,2008-Q4,2008,,USD
/company/fanpulse,Fanvibe,web,USA,CA,SF Bay,San Francisco,/company/berecruited,beRecruited,sports,USA,CA,SF Bay,San Francisco,2011-06-01,2011-06,2011-Q2,2011,,USD
/company/farecast,Farecast,search,USA,WA,Seattle,Seattle,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,2008-04-17,2008-04,2008-Q2,2008,115000000,USD
/company/fashionstake,FashionStake,ecommerce,USA,NY,New York,New York,/company/fab-com,Fab.com,ecommerce,USA,NY,New York,New York,2012-01-13,2012-01,2012-Q1,2012,,USD
/company/fast-data-technology,Fast Data Technology,,USA,CO,Denver,Boulder,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,2008-05-01,2008-05,2008-Q2,2008,,USD
/company/fast-search-transfer,Fast Search & Transfer,search,USA,CA,SF Bay,San Mateo,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,2008-01-08,2008-01,2008-Q1,2008,1200000000,USD
/company/fastclick,Fastclick,web,USA,CA,Los Angeles,Westlake Village,/company/valueclick,ValueClick,advertising,USA,,TBD,,2005-08-01,2005-08,2005-Q3,2005,132000000,USD
/company/fastpoint-games,Fastpoint Games,games_video,USA,CA,Los Angeles,Los Angeles,/company/weplay,Weplay,web,USA,NY,New York,New York,2012-05-21,2012-05,2012-Q2,2012,,USD
/company/fastscaletechnology,FastScaleTechnology,software,USA,CA,SF Bay,Santa Clara,/company/emc,EMC,enterprise,USA,MA,Boston,Hopkinton,2009-08-31,2009-08,2009-Q3,2009,,USD
/company/fastservers-net,FastServers.net,network_hosting,USA,IL,Chicago,Chicago,/company/layered-technologies,Layered Technologies,network_hosting,USA,TX,Dallas,Plano,2008-05-01,2008-05,2008-Q2,2008,,USD
/company/fastsoft,FastSoft,software,USA,CA,Los Angeles,Pasadena,/company/akamai-technologies,Akamai Technologies,enterprise,USA,MA,Boston,Cambridge,2012-09-13,2012-09,2012-Q3,2012,,USD
/company/fat-spaniel-technologies,Fat Spaniel Technologies,cleantech,USA,CA,SF Bay,San Jose,/company/power-one,Power-One,,USA,,United States - Other,,2010-10-08,2010-10,2010-Q4,2010,,USD
/company/fathom-online,Fathom Online,advertising,USA,CA,SF Bay,San Francisco,/company/geary-interactive,Geary Interactive,advertising,USA,CA,SF Bay,San Francisco,2008-03-29,2008-03,2008-Q1,2008,,USD
/company/fatwallet,fatwallet,web,USA,WI,Milwaukee,Beloit,/company/ebates,Ebates,ecommerce,USA,CA,SF Bay,San Francisco,2011-09-10,2011-09,2011-Q3,2011,,USD
/company/fatwire,Fatwire,software,USA,NY,Mineola,Mineola,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,2011-06-21,2011-06,2011-Q2,2011,,USD
/company/fbexchange,fbExchange,public_relations,USA,CA,SF Bay,Palo Alto,/company/traffic-marketplace,Traffic Marketplace,,USA,CA,Los Angeles,El Segundo,2009-03-04,2009-03,2009-Q1,2009,,USD
/company/fcs,FCS,,USA,NC,Charlotte,Charlotte,/company/teksystems,TEKsystems,,USA,MD,Washington DC,Hanover,2012-09-30,2012-09,2012-Q3,2012,,USD
/company/fcs,FCS,,USA,NC,Charlotte,Charlotte,/company/markit,Markit,finance,GBR,,London,London,2008-04-09,2008-04,2008-Q2,2008,,USD
/company/feature-marketing,Feature Marketing,hardware,USA,AZ,Phoenix,Scottsdale,/company/youchange,Youchange Holdings,enterprise,USA,AZ,Phoenix,Scottsdale,2011-01-04,2011-01,2011-Q1,2011,,USD
/company/federated-software-group,Federated Software Group,software,USA,MO,Saint Louis,St. Louis,/company/tapestry-solutions,Tapestry Solutions,software,USA,CA,San Diego,San Diego,2008-12-01,2008-12,2008-Q4,2008,,USD
/company/fedsources,FedSources,,USA,VA,Washington DC,McLean,/company/deltek,Deltek,software,USA,VA,Washington DC,Herndon,2011-04-01,2011-04,2011-Q2,2011,,USD
/company/feedburner,FeedBurner,web,USA,IL,Chicago,Chicago,/company/google,Google,search,USA,CA,SF Bay,Mountain View,2007-06-01,2007-06,2007-Q2,2007,100000000,USD
/company/feedtrace,Feedtrace,web,USA,NY,New York,New York,/company/rollup-media,RollUp Media,advertising,GBR,,London,London,2011-07-15,2011-07,2011-Q3,2011,,USD
/company/transparent-financial-services,FeeFighters,ecommerce,USA,IL,Chicago,Chicago,/company/groupon,Groupon,web,USA,IL,Chicago,Chicago,2012-03-23,2012-03,2012-Q1,2012,,USD
/company/felix,Felix,advertising,USA,NY,New York,New York,/company/citygrid-media,CityGrid Media,advertising,USA,CA,Los Angeles,West Hollywood,2012-08-20,2012-08,2012-Q3,2012,30000000,USD
/company/fetch-technologies,Fetch Technologies,analytics,USA,CA,Los Angeles,El Segundo,/company/connotate,Connotate,analytics,USA,NJ,New Brunswick,New Brunswick,2012-03-05,2012-03,2012-Q1,2012,,USD
/company/fetchback,FetchBack,advertising,USA,AZ,Phoenix,Tempe,/company/gsi-commerce,GSI Commerce,enterprise,USA,PA,Philadelphia,King of Prussia,2010-06-01,2010-06,2010-Q2,2010,40000000,USD
/company/fib-lab,FIB Lab Inc,hardware,USA,CA,SF Bay,Milpitas,/company/nanolab-technologies,Nanolab Technologies,nanotech,USA,CA,SF Bay,Milpitas,2013-07-31,2013-07,2013-Q3,2013,,USD
/company/fiber-materials,Fiber Materials,hardware,USA,ME,Biddeford,Biddeford,/company/graftech-international,GrafTech International,other,USA,OH,Cleveland,Parma,2011-10-31,2011-10,2011-Q4,2011,14000000,USD
/company/fibersense-technology,Fibersense Technology,,USA,MA,Boston,Canton,/company/northrop-grumman,Northrop Grumman,security,USA,CA,Los Angeles,Los Angeles,2002-12-18,2002-12,2002-Q4,2002,,USD
/company/fiercemarkets,FierceMarkets,advertising,USA,DC,Washington DC,Washington,/company/questex-media-group,Questex Media Group,web,USA,MD,Boston,Newton,2008-01-22,2008-01,2008-Q1,2008,,USD
/company/figcard,FigCard,ecommerce,USA,MA,Boston,Boston,/company/paypal,PayPal,finance,USA,CA,SF Bay,San Jose,2011-04-28,2011-04,2011-Q2,2011,,USD
/company/filefront,FileFront,web,USA,TX,Houston,Spring,/company/break,BreakMedia,games_video,USA,CA,Los Angeles,Los Angeles,2010-02-11,2010-02,2010-Q1,2010,2000000,USD
/company/filenet-corporation,FileNet Corporation,,USA,CA,Los Angeles,Costa Mesa,/company/ibm,IBM,software,USA,NY,New York,Armonk,2006-10-12,2006-10,2006-Q4,2006,,USD
/company/filmakers-library,Filmakers Library,,USA,NY,New York,New York,/company/alexander-street-press,Alexander Street Press,,USA,VA,Washington DC,Alexandria,2011-03-03,2011-03,2011-Q1,2011,,USD
/company/filtrbox,Filtrbox,web,USA,CA,SF Bay,Palo Alto,/company/jive-software,Jive Software,software,USA,CA,SF Bay,Palo Alto,2010-01-07,2010-01,2010-Q1,2010,,USD
/company/financial-computer-support,Financial Computer Support,software,USA,MD,Washington DC,Oakland,/company/morningstar,Morningstar,software,USA,IL,Chicago,Chicago,2008-08-11,2008-08,2008-Q3,2008,4930000,USD
/company/financial-media-net,Financial Media Net,web,USA,FL,Palm Beach,Palm Beach,/company/tiger-renewable-energy,Tiger Renewable Energy,cleantech,CHN,,China - Other,,2009-03-25,2009-03,2009-Q1,2009,,USD
/company/financial-pacific-leasing,Financial Pacific Leasing,,USA,WA,Seattle,Federal Way,/company/umpqua-holdings-corporation,Umpqua Holdings Corporation,other,USA,OR,Portland,Portland,2013-06-04,2013-06,2013-Q2,2013,158000000,USD
/company/findarticles,FindArticles,web,USA,,TBD,,/company/cnetnetworks,CNET Networks,web,USA,CA,SF Bay,San Francisco,2007-11-01,2007-11,2007-Q4,2007,20000000,USD
/company/fineground-networks,FineGround Networks,,USA,CA,SF Bay,Campbell,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,2005-05-26,2005-05,2005-Q2,2005,,USD
/company/finjan,Finjan,enterprise,USA,NY,New York,New York,/company/m86-security,M86 Security,security,USA,CA,Los Angeles,Orange,2009-11-01,2009-11,2009-Q4,2009,,USD
/company/fintel,Fintel,enterprise,USA,WI,Madison,Madison,/company/c-leveled,C-leveled,,USA,PA,Pittsburg,Pittsburgh,2013-05-21,2013-05,2013-Q2,2013,,USD
/company/firefly-database-solutions,Firefly Database Solutions,software,USA,VA,Nokesville,Nokesville,/company/three-pillar-software,Three Pillar Software,consulting,USA,VA,Washington DC,Fairfax,2009-01-13,2009-01,2009-Q1,2009,,USD
/company/firehole-composites,Firehole Composites,software,USA,WY,Laramie,Laramie,/company/autodesk,Autodesk,software,USA,CA,SF Bay,San Rafael,2013-03-19,2013-03,2013-Q1,2013,,USD
/company/firethorn,Firethorn,mobile,USA,GA,Atlanta,Atlanta,/company/qualcomm,Qualcomm,public_relations,USA,CA,San Diego,San Diego,2007-11-14,2007-11,2007-Q4,2007,210000000,USD
/company/first-advantage,First Advantage,,USA,FL,Tampa,St. Petersburg,/company/symphony-technology-group,Symphony Technology Group,,USA,CA,SF Bay,Palo Alto,2011-01-10,2011-01,2011-Q1,2011,,USD
/company/first-roi,FIRST ROI,advertising,USA,TX,Austin,Austin,/company/bancvue,BancVue,other,USA,TX,Austin,Austin,2011-08-01,2011-08,2011-Q3,2011,,USD
/company/first-telecom-services,First Telecom Services,,USA,PA,Philadelphia,Reading,/company/zayo-group,Zayo Group,public_relations,USA,CO,Denver,Louisville,2012-10-17,2012-10,2012-Q4,2012,,USD
/company/firstborn,Firstborn,,USA,NY,New York,New York,/company/dentsu,Dentsu,other,JPN,,Tokyo,Tokyo,2011-01-31,2011-01,2011-Q1,2011,,USD
/company/fiveruns,FiveRuns,web,USA,TX,Austin,Austin,/company/workthink,WorkThink,,,,unknown,,2009-09-29,2009-09,2009-Q3,2009,,USD
/company/flashsoft,FlashSoft,software,USA,CA,SF Bay,Sunnyvale,/company/sandisk,SanDisk,web,USA,CA,SF Bay,Milpitas,2012-02-15,2012-02,2012-Q1,2012,,USD
/company/flavors-me,Flavors.me,music,USA,FL,Miami,Aventura,/company/moo,MOO.COM,web,GBR,,London,London,2012-09-20,2012-09,2012-Q3,2012,,USD
/company/fleet-management-solutions,Fleet Management Solutions,other,USA,,San Luis Obispo,San Luis Obispo,/company/trafficmaster,Trafficmaster,,GBR,,Beds,BEDS,2010-01-18,2010-01,2010-Q1,2010,,USD
/company/fleet-management-solutions,Fleet Management Solutions,other,USA,,San Luis Obispo,San Luis Obispo,/company/teletrac-inc,Teletrac Inc.,software,USA,CA,Los Angeles,Garden Grove,2010-01-19,2010-01,2010-Q1,2010,,USD
/company/fleishman-hillard,Fleishman-Hillard,,USA,MO,Saint Louis,St. Louis,/company/omnicom-group,Omnicom Group,,USA,NY,New York,New York,1997-04-10,1997-04,1997-Q2,1997,,USD
/company/flektor,Flektor,games_video,USA,CA,Los Angeles,Culver City,/company/fox-interactive-media,Fox Interactive Media,web,USA,CA,Los Angeles,Beverly Hills,2007-05-30,2007-05,2007-Q2,2007,20000000,USD
/company/flexpoint-technology,FlexPoint Technology,,USA,VA,Washington DC,Reston,/company/haystax-technology,Haystax Technology,,,,unknown,,2013-05-07,2013-05,2013-Q2,2013,,USD
/company/flextrip,Flextrip,travel,USA,CO,Denver,Boulder,/company/nor1,Nor1,software,USA,CA,SF Bay,Santa Clara,2013-09-25,2013-09,2013-Q3,2013,,USD
/company/flickr,Flickr,web,USA,CA,SF Bay,Sunnyvale,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,2005-03-01,2005-03,2005-Q1,2005,,USD
/company/flight-landata,Flight Landata,,USA,MA,Boston,North Andover,/company/keyw-corporation,KEYW Corporation,,,,unknown,,2011-07-28,2011-07,2011-Q3,2011,,USD
/company/flightcaster,FlightCaster,travel,USA,CA,SF Bay,San Francisco,/company/next-jump,Next Jump,ecommerce,USA,NY,New York,New York,2011-01-10,2011-01,2011-Q1,2011,,USD
/company/flipgloss,FlipGloss,,USA,CA,Venice,Venice,/company/forbes,Forbes,web,USA,NY,New York,New York,2009-11-12,2009-11,2009-Q4,2009,,USD
/company/flipkey,FlipKey,web,USA,MA,Boston,Boston,/company/tripadvisor,TripAdvisor,web,USA,MA,Boston,Newton,2008-08-20,2008-08,2008-Q3,2008,,USD
/company/fliqz,Fliqz,games_video,USA,CA,SF Bay,Emeryville,/company/vbrick-systems,VBrick Systems,enterprise,USA,VA,Washington DC,Herndon,2011-02-22,2011-02,2011-Q1,2011,,USD
/company/flixster,Flixster,web,USA,CA,SF Bay,San Francisco,/company/warner-bros,Warner Bros.,,USA,CA,Los Angeles,Burbank,2011-05-04,2011-05,2011-Q2,2011,,USD
/company/flock,Flock,web,USA,CA,SF Bay,Menlo Park,/company/zynga,Zynga,games_video,USA,CA,SF Bay,San Francisco,2011-01-01,2011-01,2011-Q1,2011,,USD
/company/flowtown,Flowtown,analytics,USA,CA,SF Bay,San Francisco,/company/demandforce,Demandforce,software,USA,CA,SF Bay,San Francisco,2011-10-14,2011-10,2011-Q4,2011,,USD
/company/fluens-corporation,Fluens Corporation,semiconductor,USA,MA,Boston,Lowell,/company/veeco-instruments,Veeco Instruments,hardware,USA,NY,Plainview,Plainview,2009-04-30,2009-04,2009-Q2,2009,1700000,USD
/company/fluther,Fluther,web,USA,CA,SF Bay,San Francisco,/company/twitter,Twitter,social,USA,CA,SF Bay,San Francisco,2010-12-21,2010-12,2010-Q4,2010,,USD
/company/flypaper,Flypaper,web,USA,OH,Cincinnati,Cincinnati,/company/trivantis-corporation,Trivantis Corporation,software,FRA,,Paris,Paris,2011-05-11,2011-05,2011-Q2,2011,,USD
/company/focal-labs,Focal Labs,software,USA,CA,SF Bay,San Francisco,/company/radiumone,RadiumOne,advertising,USA,CA,SF Bay,San Francisco,2011-12-14,2011-12,2011-Q4,2011,,USD
/company/focus-views,Focus Views,enterprise,USA,FL,Hallandale,Hallandale,/company/liberty-consulting,Liberty Consulting,consulting,,,unknown,,2008-05-01,2008-05,2008-Q2,2008,,USD
/company/focusframe,FocusFrame,consulting,USA,CA,SF Bay,San Jose,/company/hexaware-technologies,Hexaware Technologies,other,USA,NJ,Jamesburg,Jamesburg,2006-11-06,2006-11,2006-Q4,2006,34300000,USD
/company/foldrx-pharmaceuticals,Foldrx Pharmaceuticals,biotech,USA,MA,Boston,Cambridge,/company/pfizer,Pfizer,biotech,USA,NY,New York,New York,2010-09-01,2010-09,2010-Q3,2010,,USD
/company/fondu,Fondu,web,USA,NY,New York,New York,/company/airbnb,Airbnb,travel,USA,CA,SF Bay,San Francisco,2012-10-03,2012-10,2012-Q4,2012,575000,USD
/company/foodbuzz-com,FoodBuzz,hospitality,USA,CA,SF Bay,San Francisco,/company/federatedmedia,Federated Media,advertising,USA,CA,SF Bay,San Francisco,2010-11-18,2010-11,2010-Q4,2010,,USD
/company/foodspotting,Foodspotting,hospitality,USA,CA,SF Bay,San Francisco,/company/opentable,OpenTable,web,USA,CA,SF Bay,San Francisco,2013-01-29,2013-01,2013-Q1,2013,10000000,USD
/company/foodzie,Foodzie,ecommerce,USA,CA,SF Bay,San Francisco,/company/joyus,Joyus,ecommerce,USA,CA,SF Bay,San Francisco,2012-06-05,2012-06,2012-Q2,2012,,USD
/company/footnote,Footnote,web,USA,UT,Salt Lake City,Lindon,/company/ancestry-com,Ancestry,ecommerce,USA,UT,Salt Lake City,Provo,2010-09-23,2010-09,2010-Q3,2010,28000000,USD
/company/forcelogix-technologies,ForceLogix Technologies,other,USA,IL,Chicago,Libertyville,/company/callidus-software,CallidusCloud,software,USA,CA,SF Bay,Pleasanton,2010-12-24,2010-12,2010-Q4,2010,3750000,USD
/company/foresite-solutions,Foresite Solutions,software,USA,PA,Philadelphia,Wayne,/company/nelnet,Nelnet,other,USA,NE,Omaha,Lincoln,2005-07-01,2005-07,2005-Q3,2005,,USD
/company/forrst,Forrst,web,USA,CA,SF Bay,Campbell,/company/colourlovers,COLOURlovers,web,USA,OR,Portland,Portland,2012-03-26,2012-03,2012-Q1,2012,,USD
/company/forrst,Forrst,web,USA,CA,SF Bay,Campbell,/company/creativemarket,Creative Market,public_relations,USA,CA,SF Bay,San Francisco,2012-03-25,2012-03,2012-Q1,2012,,USD
/company/forrst,Forrst,web,USA,CA,SF Bay,Campbell,/company/zurb,ZURB,other,USA,CA,SF Bay,Campbell,2013-01-10,2013-01,2013-Q1,2013,,USD
/company/fortebio,ForteBio,,USA,CA,SF Bay,Menlo Park,/company/pall,Pall,,USA,NY,New York,Port Washington,2011-12-19,2011-12,2011-Q4,2011,,USD
/company/fortent,Fortent,software,USA,NY,New York,New York,/company/actimize,NICE Actimize,software,USA,NY,New York,New York,2009-09-01,2009-09,2009-Q3,2009,73500000,USD
/company/fortify-infrastructure-services,Fortify Infrastructure Services,,USA,CA,SF Bay,Santa Clara,/company/mphasis,Mphasis,,USA,NY,New York,New York,2010-04-09,2010-04,2010-Q2,2010,15000000,USD
/company/fortify-software,Fortify Software,software,USA,CA,SF Bay,San Mateo,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,2010-08-17,2010-08,2010-Q3,2010,,USD
/company/fortress-solutions,Fortress Solutions,manufacturing,USA,TX,Dallas,Plano,/company/vspeed-capital,Vspeed Capital,finance,,,unknown,,2012-07-01,2012-07,2012-Q3,2012,,USD
/company/fortress-technologies,Fortress Technologies,public_relations,USA,MA,Boston,Westford,/company/general-dynamics,General Dynamics,transportation,USA,VA,Washington DC,Falls Church,2011-06-14,2011-06,2011-Q2,2011,,USD
/company/fotolog,Fotolog,network_hosting,USA,NY,New York,New York,/company/hi-media,Hi-media,advertising,FRA,,France - Other,,2007-08-01,2007-08,2007-Q3,2007,90000000,USD
/company/fotomoto,Fotomoto,ecommerce,USA,CA,SF Bay,San Francisco,/company/livebooks,liveBooks,public_relations,USA,CA,SF Bay,Sausalito,2012-12-31,2012-12,2012-Q4,2012,,USD
/company/fotomoto,Fotomoto,ecommerce,USA,CA,SF Bay,San Francisco,/company/bay-photo,Bay Photo,,,,unknown,,2013-07-01,2013-07,2013-Q3,2013,,USD
/company/found-software,Found Software,search,USA,CA,SF Bay,San Francisco,/company/hightail,Hightail,network_hosting,USA,CA,SF Bay,Campbell,2013-01-16,2013-01,2013-Q1,2013,,USD
/company/foundermatchup,FounderMatchup,consulting,USA,,Washington DC,Rockville,/company/cofounderslab,CoFoundersLab,web,USA,MD,Washington DC,Rockville,2012-05-22,2012-05,2012-Q2,2012,,USD
/company/foundog,Foundog,software,USA,CA,SF Bay,San Francisco,/company/life360,Life360,mobile,USA,CA,SF Bay,San Francisco,2010-03-23,2010-03,2010-Q1,2010,,USD
/company/foundry-networks,Foundry Networks,software,USA,CA,SF Bay,Santa Clara,/company/brocade-communications-systems,Brocade Communications Systems,network_hosting,USA,CA,SF Bay,San Jose,2008-07-22,2008-07,2008-Q3,2008,3000000000,USD
/company/fox-audience-network-fan,Fox Audience Network (FAN),advertising,USA,CA,Los Angeles,Santa Monica,/company/rubiconproject,the Rubicon Project,advertising,USA,CA,Los Angeles,Los Angeles,2010-11-01,2010-11,2010-Q4,2010,,USD
/company/fox-entertainment-group,Fox Entertainment Group,,USA,NY,New York,New York,/company/newscorporation,News Corp,news,USA,NY,New York,New York,2005-03-21,2005-03,2005-Q1,2005,,USD
/company/fox-family-worldwide,Fox Family Worldwide,,USA,CA,Los Angeles,Los Angeles,/company/the-walt-disney-company,The Walt Disney Company,games_video,USA,CA,Los Angeles,Burbank,2001-01-01,2001-01,2001-Q1,2001,,USD
/company/fox-river-audio-visual,Fox River Audio Visual,enterprise,USA,MN,Minneapolis,Minnetonka,/company/mspace,MSpace,enterprise,,,unknown,,2009-06-18,2009-06,2009-Q2,2009,,USD
/company/frame-technology,Frame Technology,,USA,CA,SF Bay,Mountain View,/company/adobe-systems,Adobe Systems,software,USA,CA,SF Bay,San Jose,1995-10-30,1995-10,1995-Q4,1995,,USD
/company/frappr,Frappr,web,USA,CA,SF Bay,San Francisco,/company/platial,Platial,network_hosting,USA,OR,Portland,Portland,2007-10-01,2007-10,2007-Q4,2007,,USD
/company/fraud-sciences,Fraud Sciences,security,USA,CA,SF Bay,Palo Alto,/company/paypal,PayPal,finance,USA,CA,SF Bay,San Jose,2008-01-28,2008-01,2008-Q1,2008,169000000,USD
/company/free-clear,Free & Clear,health,USA,WA,Seattle,Seattle,/company/alere,Alere,hardware,USA,MA,Boston,Waltham,2009-09-22,2009-09,2009-Q3,2009,130000000,USD
/company/freedom-telecommunications,Freedom Telecommunications,hardware,USA,CA,Los Angeles,Los Angeles,/company/wilcon,Wilcon,hardware,USA,CA,Los Angeles,Los Angeles,2013-08-13,2013-08,2013-Q3,2013,,USD
/company/freerange,FreeRange,public_relations,USA,OR,Portland,Portland,/company/handmark,Handmark,mobile,USA,MO,Kansas City,Kansas City,2009-02-06,2009-02,2009-Q1,2009,,USD
/company/freeverse,Freeverse,software,USA,NY,New York,Brooklyn,/company/ngmoco,ngmoco,games_video,USA,CA,SF Bay,San Francisco,2010-02-22,2010-02,2010-Q1,2010,,USD
/company/freshguide,FreshGuide,other,USA,CA,SF Bay,San Mateo,/company/sugar,POPSUGAR,web,USA,CA,SF Bay,San Francisco,2010-06-08,2010-06,2010-Q2,2010,,USD
/company/friend-ly,Friend.ly,web,USA,CA,SF Bay,Mountain View,/company/facebook,Facebook,social,USA,CA,SF Bay,Menlo Park,2012-03-03,2012-03,2012-Q1,2012,,CAD
/company/friendfeed,FriendFeed,web,USA,CA,SF Bay,Mountain View,/company/facebook,Facebook,social,USA,CA,SF Bay,Menlo Park,2009-08-10,2009-08,2009-Q3,2009,47500000,USD
/company/front-line-management,Front Line Management,enterprise,USA,CA,Los Angeles,Lake Forest,/company/ticketmaster,Ticketmaster,web,USA,CA,Los Angeles,West Hollywood,2008-10-23,2008-10,2008-Q4,2008,123000000,USD
/company/frontline-direct,Frontline Direct,advertising,USA,NV,Las Vegas,Las Vegas,/company/adconion-media-group,Adconion Media Group,advertising,USA,CA,Los Angeles,Santa Monica,2008-03-06,2008-03,2008-Q1,2008,20000000,USD
/company/frontline-logic,Frontline Logic,software,USA,IN,Kokomo,Kokomo,/company/team-informatics,TEAM Informatics,software,USA,,United States - Other,,2010-01-26,2010-01,2010-Q1,2010,,USD
/company/frugalo,Frugalo,web,USA,WA,Seattle,"Bellevue,",/company/twitvid-com,Telly,mobile,USA,CA,SF Bay,San Francisco,2012-03-19,2012-03,2012-Q1,2012,,USD
/company/ftd,FTD Group,ecommerce,USA,IL,Chicago,Downers Grove,/company/unitedonline,United Online,web,USA,CA,Los Angeles,Woodland Hills,2008-04-30,2008-04,2008-Q2,2008,800000000,USD
/company/fugen-solutions,FuGen Solutions,web,USA,CA,SF Bay,Sunnyvale,/company/8kmiles-software-services,8KMiles Software Services,software,USA,CA,SF Bay,San Ramon,2013-05-14,2013-05,2013-Q2,2013,7500000,USD
/company/fulcrum-microsystems,Fulcrum Microsystems,semiconductor,USA,CA,Los Angeles,Calabasas,/company/intel,Intel,hardware,USA,CA,SF Bay,Santa Clara,2011-07-19,2011-07,2011-Q3,2011,,USD
/company/full-partner,Full Partner,,USA,CO,Denver,Boulder,/company/synduit,Synduit,consulting,,,unknown,,2012-10-02,2012-10,2012-Q4,2012,,USD
/company/fullscope,Fullscope,software,USA,AL,Athens,Athens,/company/edgewater-technology,Edgewater Technology,software,USA,MA,Boston,Wakefield,2010-01-05,2010-01,2010-Q1,2010,15000000,USD
/company/fulltilt-solutions,FullTilt Solutions,software,USA,PA,Philadelphia,Wayne,/company/qad,QAD,enterprise,USA,CA,Santa Barbara,Santa Barbara,2008-06-23,2008-06,2008-Q2,2008,1200000,USD
/company/fundable-com,Fundable.com,web,USA,OH,Columbus,Powell,/company/virtucon-ventures,Virtucon Ventures,,USA,OH,Columbus,Powell,2011-04-01,2011-04,2011-Q2,2011,,USD
/company/fundspire,Fundspire,software,USA,NY,New York,New York,/company/evestment-alliance,eVestment,analytics,USA,GA,Atlanta,Marietta,2012-11-13,2012-11,2012-Q4,2012,,USD
/company/funtank-llc,Funtank,games_video,USA,NY,New York,New York,/company/publishers-clearing-house,Publishers Clearing House,other,,,unknown,,2011-12-11,2011-12,2011-Q4,2011,50000000,USD
/company/funzio,Funzio,games_video,USA,CA,SF Bay,San Francisco,/company/gree,GREE,games_video,JPN,,Tokyo,Tokyo,2012-05-01,2012-05,2012-Q2,2012,210000000,USD
/company/fusemail,FuseMail,network_hosting,USA,MO,Kansas City,Kansas City,/company/j2-global-communications,J2 Global Communications,web,USA,CA,Los Angeles,Los Angeles,2010-05-05,2010-05,2010-Q2,2010,,USD
/company/fusesource,FuseSource,software,USA,MA,Boston,Bedford,/company/red-hat,Red Hat,software,USA,NC,Raleigh-Durham,Raleigh,2012-06-27,2012-06,2012-Q2,2012,,USD
/company/futurevision-technologies,FutureVision Technologies,,USA,UT,Salt Lake City,Salt Lake City,/company/emdeon,Emdeon,enterprise,USA,TN,Nashville,Nashville,2010-01-26,2010-01,2010-Q1,2010,,USD
/company/g-b-solutions,G&B Solutions,consulting,USA,VA,Washington DC,Reston,/company/vse-corp,VSE Corp,other,USA,VA,Washington DC,Alexandria,2009-01-31,2009-01,2009-Q1,2009,23700000,USD
/company/g2one,g2One,consulting,USA,CA,SF Bay,San Mateo,/company/springsource,SpringSource,software,USA,CA,SF Bay,San Mateo,2008-11-11,2008-11,2008-Q4,2008,,USD
/company/g3-technology-partners,G3 Technology Partners,,USA,IN,Indianapolis,Indianapolis,/company/convergeone,ConvergeOne,enterprise,USA,MN,Minneapolis,Eagan,2012-12-19,2012-12,2012-Q4,2012,,USD
/company/gaikai,Gaikai,games_video,USA,CA,Los Angeles,Aliso Viejo,/company/sony,Sony,hardware,USA,CA,San Diego,San Diego,2012-07-02,2012-07,2012-Q3,2012,,USD
/company/galaxy-compound-semiconductors,Galaxy Compound Semiconductors,semiconductor,USA,WA,Spokane,Spokane,/company/iqe,IQE,,GBR,,Cardiff,Cardiff,2010-10-06,2010-10,2010-Q4,2010,,USD
/company/galaxy-technologies,Galaxy Technologies,,USA,WI,Madison,Madison,/company/insperity,Insperity,enterprise,USA,TX,Houston,Kingwood,2010-07-29,2010-07,2010-Q3,2010,,USD
/company/gale-technologies,Gale Technologies,software,USA,CA,SF Bay,Santa Clara,/company/dell,Dell,hardware,USA,TX,Austin,Round Rock,2012-11-16,2012-11,2012-Q4,2012,,USD
